server_speedup_label,server_speedup,network_speed_label,network_speed,network_stability,split_layer,device_inference_time,edge_inference_time,network_time
x5,5,mid,5000,0.05,15,0.03498941373534201,0.01273964587575948,0.01578246499005373
x5,5,mid,5000,0.05,15,0.03698539573345468,0.012789275607625198,0.016108943127766496
x5,5,mid,5000,0.05,15,0.03441832706817356,0.01292559151248357,0.01639601402195598
x5,5,mid,5000,0.05,15,0.037809953213316996,0.012745351263046364,0.01701622041711253
x5,5,mid,5000,0.05,15,0.03672086242658898,0.012700846234922793,0.016497892515489526
x5,5,mid,5000,0.05,15,0.03618383167505192,0.013196842606035309,0.016094021905053053
x5,5,mid,5000,0.05,15,0.03656805643261596,0.012850182485162849,0.01658985019084698
x5,5,mid,5000,0.05,15,0.03602646680379793,0.013164161250872,0.015684536859157147
x5,5,mid,5000,0.05,15,0.03504676215894371,0.013299296060957018,0.014655526239669321
x5,5,mid,5000,0.05,15,0.03645483377352023,0.012673371332008236,0.01646727873583257
x5,5,mid,5000,0.05,15,0.03397435646325781,0.01260504095891631,0.01540965923728136
x5,5,mid,5000,0.05,15,0.039381666889637644,0.012785974928288934,0.015597058040305856
x5,5,mid,5000,0.05,15,0.03773212033534496,0.013289942025756764,0.015552763267502457
x5,5,mid,5000,0.05,15,0.03750595002497682,0.012884857582256508,0.017679745665689417
x5,5,mid,5000,0.05,15,0.035236834551312844,0.012557796891757083,0.015839375617945718
x5,5,mid,5000,0.05,15,0.03686960077286514,0.013587889077358726,0.01660449832407199
x5,5,mid,5000,0.05,15,0.0359912519031458,0.012349851020999392,0.01614670621073685
x5,5,mid,5000,0.05,15,0.03329473685747669,0.012538754432419615,0.015183037796717867
x5,5,mid,5000,0.05,15,0.03614872337040407,0.012586467599599964,0.016593831532524434
x5,5,mid,5000,0.05,15,0.033815790181286345,0.012976630224120192,0.015338868317288685
x5,5,mid,5000,0.05,15,0.03515865976019418,0.012386613455895408,0.01610544320126743
x5,5,mid,5000,0.05,15,0.03640050912548173,0.012477369764075236,0.017113961626927732
x5,5,mid,5000,0.05,15,0.03377201375987661,0.012630075391276453,0.017480854365683945
x5,5,mid,5000,0.05,15,0.035289767075887164,0.013261933372888028,0.017116188018278102
x5,5,mid,5000,0.05,15,0.036595333200950604,0.013535746204381223,0.016149835533367206
x5,5,mid,5000,0.05,15,0.032439825720146184,0.012853318461532348,0.015950191555722294
x5,5,mid,5000,0.05,15,0.03720143177409309,0.012276918508524194,0.01623172042144867
x5,5,mid,5000,0.05,15,0.035065083720917975,0.012484992066144627,0.016498672534050327
x5,5,mid,5000,0.05,15,0.03434658069781372,0.012755258044516646,0.017029381547493096
x5,5,mid,5000,0.05,15,0.03587368659463929,0.012805780755027066,0.016714890591949128
x5,5,mid,5000,0.05,15,0.03466960166449643,0.012938083273284159,0.015754613195652155
x5,5,mid,5000,0.05,15,0.03828750387311201,0.013364105028341147,0.016128560481372234
x5,5,mid,5000,0.05,15,0.03335332134201762,0.012982636435386616,0.01711945680139316
x5,5,mid,5000,0.05,15,0.03394600770993557,0.013777332262120297,0.016982950326265213
x5,5,mid,5000,0.05,15,0.0373217648607211,0.013011107782426676,0.016988901529379048
x5,5,mid,5000,0.05,15,0.03458088170698627,0.013277150154574478,0.016248464771255106
x5,5,mid,5000,0.05,15,0.03849464915860798,0.012594681266211133,0.01640441067389071
x5,5,mid,5000,0.05,15,0.03984655769331176,0.013240444999349238,0.017242574046384254
x5,5,mid,5000,0.05,15,0.037533807617815954,0.013093269704452721,0.016706304063240647
x5,5,mid,5000,0.05,15,0.03189907895167445,0.013510581114811664,0.016700447263142043
x5,5,mid,5000,0.05,15,0.04045449383411625,0.012589772727709826,0.016946881608690862
x5,5,mid,5000,0.05,15,0.03652176194891408,0.01338655264260705,0.01739246820170775
x5,5,mid,5000,0.05,15,0.038837462967542515,0.01329943273811337,0.016029556770943126
x5,5,mid,5000,0.05,15,0.036669608770183326,0.013541011710026137,0.016121150026201687
x5,5,mid,5000,0.05,15,0.035713317261659494,0.013180061298459651,0.015812896881989225
x5,5,mid,5000,0.05,15,0.036116447739821186,0.013856038323532618,0.016690546308907074
x5,5,mid,5000,0.05,15,0.03770287693035952,0.013071041729484634,0.017070605485778524
x5,5,mid,5000,0.05,15,0.0350869505837658,0.012280395231558362,0.015510796818184335
x5,5,mid,5000,0.05,15,0.0355427471216706,0.012832585226382663,0.016592916738208573
x5,5,mid,5000,0.05,15,0.03858537048690363,0.012766522999846099,0.016297783991323454
x5,5,mid,5000,0.05,15,0.03816285613549831,0.013179476960657851,0.016565001822580253
x5,5,mid,5000,0.05,15,0.03537663225503176,0.0129946089607837,0.016966654477469992
x10,10,mid,5000,0.05,15,0.03699869626196991,0.006400694818468834,0.017714476675122014
x10,10,mid,5000,0.05,15,0.03619084120068148,0.006232449613483286,0.016531003969315918
x10,10,mid,5000,0.05,15,0.03879035937732992,0.006456160913684506,0.01639616859966606
x10,10,mid,5000,0.05,15,0.03625501937322468,0.006479809415221344,0.016930434232560507
x10,10,mid,5000,0.05,15,0.033649352267746714,0.0063007927850879325,0.016186219959329153
x10,10,mid,5000,0.05,15,0.03753543156406421,0.006736817804081671,0.014376163176932714
x10,10,mid,5000,0.05,15,0.037044748494821735,0.006323744571110161,0.015880991331824558
x10,10,mid,5000,0.05,15,0.034297710655475655,0.0067141147736178046,0.016914756597227895
x10,10,mid,5000,0.05,15,0.034189625225185136,0.00646089725674997,0.01599891559044394
x10,10,mid,5000,0.05,15,0.035602367543353525,0.006497856415518871,0.014992442423430532
x10,10,mid,5000,0.05,15,0.035937113943905,0.006488174940640307,0.01642280517396411
x10,10,mid,5000,0.05,15,0.03690597918862673,0.0064377376062113075,0.01623196508931106
x10,10,mid,5000,0.05,15,0.03632122358624977,0.006549836602216145,0.017014951667991336
x10,10,mid,5000,0.05,15,0.03628246122692106,0.006664189106987703,0.016395710035372414
x10,10,mid,5000,0.05,15,0.03769210156924315,0.006167760193393737,0.01692474380332405
x10,10,mid,5000,0.05,15,0.03883839150663542,0.0061607241988897625,0.016435626978262965
x10,10,mid,5000,0.05,15,0.03745002464375728,0.006353282037754221,0.01664043072754904
x10,10,mid,5000,0.05,15,0.03724220545946506,0.006491998791271331,0.016015616889901364
x10,10,mid,5000,0.05,15,0.03712550434947166,0.006628259709727533,0.016418907725328905
x10,10,mid,5000,0.05,15,0.035654188247112625,0.006503084689725428,0.01660585096228015
x10,10,mid,5000,0.05,15,0.03536580472470377,0.006671909028443233,0.016114322500263227
x10,10,mid,5000,0.05,15,0.03845407116046441,0.00654403703621047,0.016208122379178146
x10,10,mid,5000,0.05,15,0.03712699265284474,0.006250625756428665,0.01640593959927001
x10,10,mid,5000,0.05,15,0.03614574185308265,0.005972995829590172,0.016873357169678752
x10,10,mid,5000,0.05,15,0.03744955602674611,0.006321197619662673,0.017265660965603925
x10,10,mid,5000,0.05,15,0.03850890512616374,0.006159787028202303,0.015837923207170538
x10,10,mid,5000,0.05,15,0.039441080805678465,0.006515258772187664,0.016513247639474787
x10,10,mid,5000,0.05,15,0.03862882113464057,0.006611429496284236,0.01644885725185371
x10,10,mid,5000,0.05,15,0.03752102690360519,0.006661676719139016,0.016276295894492504
x10,10,mid,5000,0.05,15,0.034821997884763096,0.006550103300166126,0.01710186584754566
